,label,content
14,Fake,"How Obama Used The DOJ To Destroy A Reporters Life And Blanket Full Immunity Over Clinton A quick trip down memory lane causes a stumble over this gem from Obama. He was gearing up for his first run at the office of President and was spewing lies all over the American public.    Ill make our government open and transparent so that anyone can ensure that our business is the peoples business.  He is finally living up to that with less than a month left to his Presidency. He is not bothering to hide the dirty business he conducts, because he just doesnt care anymore. Recent months aside, everything that Obama pledged regarding transparency was smoke and mirrors.  Many are speculating that he will step up and stop talking about the Hillary email scandal and simply pardon her from any prosecution. It is in his best interest to do so. His attempts to marginalize the issue by nitpicking the statutory categories of confidential, secret and top secret by commenting that theres classified and then theres classified were not successful. He then took up the Clinton rhetoric of Russian spies. Since emails from the President to the unsecure Clinton email were found, it is likely that he will try and end the scandal while he still has the power to do so.  A reporter with first-hand knowledge sums up Obamas transparent government, Obama and his team criminalized reporting, becoming the most secretive White House since Richard Nixon.  A message on the White House website from Obama makes it clear he still maintains the illusion that his office upheld the pledge of transparency;  My Administration is committed to creating an unprecedented level of openness in Government.  We will work together to ensure the public trust and establish a system of transparency, public participation, and collaboration. Openness will strengthen our democracy and promote efficiency and effectiveness in Government.  Every action taken by Barack Hussein Obama was calculated. He knew, as did his advisors and supporters, that he was actively engaged in deception against the United States. David Axelrod was the Chief Strategist for both of Obamas campaigns. He also served as Senior Adviser to the President until 2011.  He was positioned to not only witness the secrecy that Obama demanded but he was also part of it. After leaving the Obama administration, Axelrod began to hint that things were quite different if we only looked below the surface.  Some of his revelations regarding Obama continue to come as a shock to people who the President painted with the colors of truth.  Obama lied about his support FOR same-sex marriage before announcing his support for it in 2012. Yet if Obamas views were evolving publicly, they were fully evolved behind closed doors, Axelrod writes. The president was champing at the bit to announce his support for the right of gay and lesbian couples to wed. Obama chewed out Maureen Dowd on the campaign plane during the 2008 campaign. No one got under Baracks skin more than Maureen  He was patronizing and disrespectful. This is a direct contradiction to the calm, composed, Obama that Axelrod had helped to portray. He even lashed out at Axelrod. Obama can have a short fuse, though he hides it from the public: The president called Axelrod a motherr and stalked out of a meeting after his strategist criticized the presidents debating techniques as Obama prepared for his 2012 debate with Republican nominee Mitt Romney says Axelrod. While those incidents speak to Obamas two-faced behavior, some of the secrecy of his administration can be summed up as simply lies;  Lie: Obama has told the world there has never been a better friend of Israel in the White House.  Truth: In September 2012, an Israeli newspaper reported that senior Obama Administration officials have told Tehran that Barack Obama does not intend to join Israel in any attack on Irans nuclear installations.  Lie: In May 2011, Obama said the fence between America and Mexico was basically complete.  Truth: The Department of Homeland Security admits just 36.3 miles or 5% of the border is fenced.  Lie: Obama lied and said abortions would not be publicly funded under Obamacare.  Truth: A March 2012 edict from the Department of Health and Human Services (HHS) unequivocally ruled Obamacare will use our tax dollars to fund abortion.  Ben Rhodes was Obamas partner in crime when it comes to one of the biggest lies of the administration; the Iran nuclear treaty. Rhodes, Obamas Deputy National Security Adviser, openly admitted his contempt for journalists, All these newspapers used to have foreign bureaus. Now they dont. They call us to explain to them whats happening in Moscow and Cairo. Most of the outlets are reporting on world events from Washington. The average reporter we talk to is 27 years old, and their only reporting experience consists of being around political campaigns. Thats a sea change. They literally know nothing.  He later admitted more to David Samuels, a writer profiling Rhodes for a New York Times Magazine cover story; In the spring of last year, legions of arms-control experts began popping up at think tanks and on social media, and then became key sources for hundreds of often-clueless reporters. We created an echo chamber. They were saying things that validated what we had given them to say. Rhodes was obviously not ashamed to display his contempt.  Fast forward to the present day and the new level of corruption that Obama reached when dealing with journalist James Rosen. In 2006, Risen published State of War: The Secret History of the CIA and the Bush Administration. Unsurprisingly, President Bush did not take kindly to the book and his administration turned the whole situation into an investigation of government whistleblowers.  Risen was subpoenaed to reveal his sources, something he vehemently refused to do. He speaks about the attempt by Presidents to try and spin these stories; Well, they have gone after investigative reporting. They try to take, essentially, stories that they dont like, and try to find some classified information that might be part of that, and then turn it into a criminal leak investigation in which they say someone mishandled or disclosed classified information. As you know, you could do that with virtually any story in Washington.  Since then Risen has fought the Bush administration and then the Obama administration. In 2009, Obama took a rather unprecedented step of renewing a subpoena scheduled to expire that year. He was probably hoping nobody remembered that when in 2014 speech he told reporters; Here, in the United States of America, police should not be bullying or arresting journalists who are just trying to do their jobs and report to the American people on what they see on the ground.  In 2010, despite Risen keeping his sources confidential, the federal government indicted Jeffrey A. Sterling, a former CIA operative, with leaking the classified information to Risen. He continued his defiance, facing jail time, when the government ordered him to appear as a witness at the trial of Sterling.  Finally in January of 2015, after 7 years of uncertainty, the government decided not to call Risen in the trial. His fight for the truth had finally won.  Risen is a good example of how the Obama administration has fought the very ideas that he promised to uphold. It is very likely that we will see more insiders coming forward to open up about Obamas years in the White House. The truth would be a refreshing change.  A supporter of Risen, Jerry Kammer, a former Pulitzer Prize-winning reporter who now works at the Center for Immigration Studies, has this to say about President Obama;  He promised to be a different kind of president. But he has only suppressed efforts to disclose the governments misdeeds. His administration has been untransparent at so many levels."
15,Fake,"REVEALED  Harry Reid Made a HUGE Mistake Right Before Leaving Congress, Its DEVASTATING Once, Harry Reid pushed through the nuclear option to thwart the Republicans from representing their constituents. That very move is now coming back to haunt his Liberals peers just as Reid makes his long overdue exit from Congress.  He was warned that he and his fellow Democrats would one day regret this, but the arrogant Nevada Senators ignored the sound words of advice.That day has now arrived. The nuclear option will allow the Republican-controlled Senate to turn bills into law by a simple majority of 51 votes and not the super majority which requires 60 votes of approval, as Biz Pac Review notes.  Harry Reids nuclear option requiring only 51 votes to pass measures in the Senate coincided with exactly the number of seats Liberals held at the time. Now, the Republicans control both the House and Senate  which will allow them to easily pass all of the items President-Elect Donald Trumps agenda, if the career GOP politicians have the nerve, of course.  Should any GOP Senators jump ship and a rare tie occur in the Senate, Trumps agenda will still survive a nuclear option vote. Vice President-Elect Mike Pence holds the tie-breaking vote!  At least in public, Liberals are not willing to admit they are kicking themselves over following Harry Reids urgings on the nuclear option vote. At the time, Reid claimed the extreme rule change was necessary because the GOP was engaged in unprecedented obstruction.  Apparently saying NO! to  economically unfeasible Obama dictates is obstruction. The Republicans were following the Constitution and doing the job they were elected by We the People to do  which they can now do even more easily thanks to Harry Reid.  If Republicans want to go on record supporting radicals, thats their decision and they will have to live with it, Kristen Orthman, a spokeswoman for Sen. Reid, said. If its radical to put Americans first, than so be it.  Oregon Senator Jeff Merkley claims he has absolutely no regret, over Reids nuclear option. Charles Schumer, the incoming Senate Minority Leader, doesnt appear to have been all that eager to accept the nuclear option.  Schumer reportedly wanted to keep the super majority vote threshold for both cabinet and Supreme Court appointments. Either his peers in the Senate did not share his concerns about the future when Republicans would be back in power, and felt Liberals would always be able to maintain a majority in the Senate, or were just too afraid of Harry Reid to vote against his plan.  One Liberal Senator, Richard Shelby from Alabama, tried to warn his fellow Democrats they were engaging in short term thinking when voting in favor of the nuclear option. They ignored his wise words as well, and totally ignored the big picture when placing their votes.  Democrats wont be in power in perpetuity. This is a mistake  a big one for the long run. Maybe not for the short run. Short-term gains, but I think it changes the Senate tremendously in a bad way, Senator Shelby said before the vote was taken in 2013.  Following both the text and the spirit of the Constitution while putting America and Americans first, would only be considered a radical concept by Liberals who have sipped far too much of the Kool-Aid handed out by the members of the politically correct far-left contingent in Washington.  Democrats will now be at the mercy of Donald Trump and the elected public servants across the aisle for at least the next four years and they have only themselves to blame!"
16,Real,"Trump Plans To Dissolve His Foundation; N.Y. Attorney General Pushes Back Updated Dec. 25 at 3:53 pm E.T.  President-elect Donald Trump plans to dissolve his foundation, his transition team announced on in statement on Saturday.  Soon after, though, the New York attorney general's spokesperson tweeted that he legally can't, until the state's investigation of the Trump Foundation is complete.  .@Fahrenthold @realDonaldTrump Foundation still under investigation by @AGSchneiderman, cannot legally dissolve until investigation complete Amy Spitalnick (@amyspitalnick) December 24, 2016 Press Secretary Amy Spitalnick was responding to Washington Post reporter David Fahrenthold, who asked if the investigation would continue.  In October, New York Attorney General Eric Schneiderman ordered the foundation to stop raising money in New York, saying the charity was not registered to do so under state law.  In Saturday's statement, Trump is quoted as saying:  ""The Foundation has done enormous good works over the years in contributing millions of dollars to countless worthy groups, including supporting veterans, law enforcement officers and children. However, to avoid even the appearance of any conflict with my role as President I have decided to continue to pursue my strong interest in philanthropy in other ways."" The announcement comes shortly after a report from The New York Times discussing the president-elect's many potential conflicts of interest. The Times reports that Trump and his family ""are rushing to resolve potential controversies  like shuttering foundations and terminating development deals  even as the president-elect publicly maintains that no legal conflicts exist.""  An NPR report from earlier this year compared the work of the Trump Foundation with that of the Clinton Foundation, which came under fire during the campaign, noting the similarities seem to end with their names. As NPR's Joel Rose reported, ""The Bill, Hillary & Chelsea Clinton Foundation, as it's formally known, is huge. It has hundreds of employees and a $90 million budget. The Donald J. Trump Foundation, by contrast, is fairly small. It has no full-time employees and a budget of about $600,000.""  In an interview with NPR's Allison Aubrey Sunday, Washington Post reporter David Fahrenthold provided context.  ""The Donald J. Trump Foundation has been around since the late '80s, and on paper it sort of looks like what a lot of other rich people have, which is a foundation that's set up to give Trump's money away. But it's actually not that at all  for many of the recent years between 2009 and 2015, it didn't actually get any money from Trump at all  instead he gave away other people's money kind of under his own name, to people that thought they were getting Trump's money. He also used it to apparently violate the law in a number of ways  he used it to buy big portraits of himself including one that hangs on the wall of a sports bar he owns, and he used it to pay off debts or obligations that his businesses have incurred. So he was already under investigation by the New York Attorney General for apparently violating a number of federal laws that govern charities."" David Fahrenthold's reporting in the Post has shown that Trump hasn't given any of his own money to the foundation since 2008. The Post says Vince and Linda McMahon, owners of World Wrestling Entertainment, have been major donors; Trump recently nominated Linda McMahon to head the Small Business Administration."
17,Fake,"BREAKING: We just found out who attacked TRUMP The liberal left made it very clear in Chicago last night that they will use violence to shut down anyone who disagrees with them.  If you havent heard, a peaceful Donald Trump rally was interrupted by an angry mob of protesters to the point where the event had to be cancelled.  Today, while Donald Trump was speaking in Dayton, a protester tried to rush the stage and had to be subdued by security.  And guess who the protester was?  Thats right.  A liberal loon who has been involved in controversy in the past. Here he is disrespecting the American flag."
18,Real,"Trump again claims he 'would have won' popular vote In his latest Twitter tirade, President-elect Donald Trump has once again claimed he could have won more votes than his rival Hillary Clinton. ""I would have done even better in the election, if that is possible, if the winner was based on popular vote - but would campaign differently,"" he said. The Republican insisted his strategy was more ""sophisticated"". He won nearly three million fewer votes than the Democratic candidate, but prevailed in the electoral college. The arcane but all-important institution formally certified him earlier this week as winner of the 2016 presidential election. But the Manhattan billionaire is apparently still chafing at critics' claims that he lacks a popular mandate. What exactly is the electoral college? In two other tweets on Wednesday morning, Mr Trump said: ""Campaigning to win the Electoral College is much more difficult & sophisticated than the popular vote. Hillary focused on the wrong states!"" You might also like.... Have more famous people died in 2016? 'Frozen woman' mannequin fools police Should you socialise with your colleagues? TwitterImage copyrightTWITTER The businessman - who is spending the festive season at his resort in Florida - added: ""I have not heard any of the pundits or commentators discussing the fact that I spent FAR LESS MONEY on the win than Hillary on the loss!"" But Mr Trump appears to have conceded finally that he lost the popular vote. Late last month he erroneously claimed in a tweet that ""in addition to winning the Electoral College in a landslide, I won the popular vote if you deduct the millions of people who voted illegally"". He later tweeted that there was ""serious voter fraud"" in Virginia, New Hampshire, and California. No such electoral illegality has been adduced by US election officials or observers. Mr Trump will be inaugurated as the 45th US president on 20 January."
19,Satire,"PENCE OPENS V.P. DEBATE BY BEGGING PRIVATE SECTOR TO HIRE HIM FARMVILLE, VIRGINIA (The Borowitz Report)The Republican Vice-Presidential nominee, Mike Pence, stunned a national television audience on Tuesday night by using his opening statement in the Vice-Presidential debate to beg the nations private sector for a job.  Shortly after the moderator, Elaine Quijano, told Pence that he had two minutes to make his statement, the Indiana governor looked directly into the camera and said, Im going to get right down to it. If you run a company and youre watching this right now, I beg you from the bottom of my heart to consider hiring me. I need a job and I need it bad.  Pence urged employers to consider his many qualifications and to ignore his role in the 2016 Republican campaign. As God is my witness, I take no responsibility for this dumpster fire, he said.  Stressing the urgency of his situation, Pence said that his political career was in ruins and pleaded with employers to visit his LinkedIn profile.  As the moderator warned Pence that his time was up, he shouted, I can start Wednesday, November 9th! before the camera abruptly cut away.  According to published reports, no employers expressed immediate interest in hiring Pence"
20,Fake,"Heading out the door, Obama bans offshore drilling in Atlantic, Arctic Oceans Trump might be able to reverse it, but its tricky.  Hes only got a few weeks left to damage Americas energy independence. Obama needs to work fast, and he is. Ever the creative one, Obama has found a way to twist the original intent of a law passed in 1953 to enact bans on offshore drilling in massive sections of the Atlantic and Arctic oceans. The law was never intended to facilitate any such action, as The Hill explains, but since when does Obama consider himself constrained by the law?  Obama will use a section of the 1953 Outer Continental Shelf Lands Act to implement the protections, Bloomberg and The New York Times reported, citing sources familiar with the plans.  Its unclear, however, how large Obamas protected areas will be.  The action would answer calls from environmentalists to implement so-called 12(a) protections in the Atlantic and Arctic as a more lasting legacy against fossil fuels from Obama.  Obama last month made final a plan for offshore drilling lease sales from 2017 to 2022 that excludes the Atlantic and Arctic.  But that plans time period is limited, and President-elect Donald Trump can revise the plan to insert lease sales if he wishes.  Previous presidents have used the 1953 law rarely. In each case, they focused on small areas of water and set time limits in an effort to protect particular species.  Its unclear how easily Trump can undo the protections, since no previous president has tried to roll back a predecessors actions under that law. Congress may also step in to undo Obamas actions.  This is a classic act of recklessness on Obamas part  applying a law beyond all recognition of its original intent, and telling American oil companies they cant explore gigantic portions of the world. Just because hes Barack Obama and he hates fossil fuels. He also leave a mess for Donald Trump to try to clean up, if he can.  Can he?  Maybe. The most effective way for Trump to reverse Obamas heading-out-the-door finger in the eye to Americas oil industry, if not necessarily the simplest, would be to ask Congress to make an amendment to the law, essentially nullifying Obamas actions. He could also amend Obamas drilling lease plan for the period of 2017-2022 by adding more leases, conceivably in the areas of the Atlantic and Arctic where Obama is trying to ban them.  What Trump might try to do instead is simply declare that Obamas action under the law is null and void at the executive level, and substitute his own. Its not clear how much force of law Obamas action has, although its not purely an executive order because he did take the action under an existing statute  albeit very far afield from the original intent of the statute.  I suspect that if Trump simply tries to reverse Obamas actions unilaterally, there will be political resistance but no real constituency with an avenue to effectively prevent Trumps action.  There is some luxury of time here, because at the moment most American oil companies who engage in offshore drilling do so almost exclusively in the Gulf of Mexico. Offshore drilling in the Pacific has also been made very difficult by political resistance, and that could also be a challenge for Trumps new EPA.  In the meantime, Obama shows us once again that his priority above all else is the service of a left-wing ideological agenda. If he wanted to enact this ban at any point during his presidency, he could have done so and dealt with the political blowback. Instead, he waited until the final weeks of his presidency so he could lay this trap for his successor, and for the nation, to deal with.  As relieved as we are that we will never have to talk about President Hillary, the end of President Obama cant come soon enough either."
21,Real,"Trump taps New York financier Vincent Viola as Army secretary Kicking off a holiday week of meetings at his South Florida estate, President-elect Donald Trump began filling in his Pentagon staff Monday by nominating infantry veteran and New York financier Vincent Vinnie Viola as secretary of the Army.  Whether it is his distinguished military service or highly impressive track record in the world of business, Vinnie has proved throughout his life that he knows how to be a leader and deliver major results in the face of any challenge,"" Trump said in a statement.  Trump has pledged to increase the size of the nation's armed forces.  Viola, founder and chairman of Virtu Financial and owner of pro hockey's Florida Panthers, said in a statement that, if confirmed by the Senate, ""I will work tirelessly to provide our President with the land force he will need to accomplish any mission in support of his National Defense Strategy.""  His primary focus, Viola said, ""will be ensuring that Americas soldiers have the ways and means to fight and win across the full spectrum of conflict.""  Trump made the announcement the same day that members of the Electoral College cast their votes for president in state capitals across the country. While anti-Trump groups are urging electors to vote for someone else, electors are expected to ratify the New York businessman's victory in last month's election.  The president-elect is operating from his Mar-a-Lago estate in Palm Beach, Fla., where he plans to stay through at least Christmas Day.  As secretary of the Army, Viola would work with retired general James Mattis, whom Trump has nominated to be secretary of Defense.  In its announcement, the Trump transition team said Viola is a West Point graduate and he ""will combine a deep background in national security affairs with an impressive track record of leading and managing high-performing teams within the military and the private sector."""
22,Satire,"OBAMA POLITELY ASKS TRUMP TO WAIT UNTIL INAUGURATION BEFORE DESTROYING WORLD WASHINGTON (The Borowitz Report)In an Oval Office meeting that White House aides described as friendly but strained, President Obama politely asked President-elect Donald Trump to wait until he is officially sworn in to begin destroying the world.  According to the aides, Obama said that, while he understood that Trump was eager to create potentially cataclysmic diplomatic crises around the world, tradition dictated that he wait until he is actually President to do so.  Obama cited the example of George W. Bush, who waited until he took the oath of office before wreaking destruction on a massive scale.  Therell be loads of time for you to do stuff like that, Obama reportedly said.  During the meeting, which lasted nearly an hour, Obama repeatedly asked Trump if he understood what was being said to him, the aides reported.  After the meeting, Trump spoke briefly with reporters but cut the session short to jump on a phone call with Kim Jong-un.  Hes a terrific guy, hes doing just a terrific job over there, Trump said, of the North Korean leader.  Obama did not take questions from reporters but was later seen sitting at his desk, holding his head in his hands."
23,Satire,"John Kerry Throws Vine Over Pit Of Quicksand To Save Child Companion PANGSAU, MYANMARThinking quickly to thwart disaster as he ventured deep into the Myanmar rainforest to meet with State Councilor Aung San Suu Kyi, Secretary of State John Kerry threw a vine over a pit of quicksand to save the life of his 12-year-old Moroccan companion, Drumstick, sources confirmed Monday. Grab on, kid! said Kerry, flinging the makeshift lifeline he had hacked off a tree with his machete to the rapidly sinking boy, an orphan who reportedly has tagged along with the American diplomat ever since helping him escape from Marrakesh police in 2013 via a series of hidden backstreets. For a minute there, I thought I was going to lose you. I dont know what I wouldve done with all that peace and quiet. According to sources, the incident marks Drumsticks closest brush with death since riding in a runaway mine cart in South Africa last year."
24,Real,"Obama ""permanently"" bans drilling in parts of Arctic, Atlantic HONOLULU -- President Barack Obama on Tuesday designated the bulk of U.S.-owned waters in the Arctic Ocean and certain areas in the Atlantic Ocean as indefinitely off limits to future oil and gas leasing.  The move helps put some finishing touches on Mr. Obamas environmental legacy while also testing President-elect Donald Trumps promise to unleash the nations untapped energy reserves.  The White House announced the actions in conjunction with the government of Canadian Prime Minister Justin Trudeau, which also placed a moratorium on new oil and gas leasing in its Arctic waters, subject to periodic review.  Mr. Obama is making use of an arcane provision in a 1953 law to ban offshore leases in the waters permanently. The statute says that the president of the United States may, from time to time, withdraw from disposition any of the unleased lands of the outer Continental Shelf.  Environmental groups hope the ban, despite relying on executive powers, will be difficult for future presidents to reverse. The White House said its confident the presidents order will withstand legal challenge and said the language of the statute provides no authority for subsequent presidents to undo permanent withdrawals.  The Atlantic waters placed off limits to new oil and gas leasing are 31 canyons stretching off the coast of New England south to Virginia, though some had hoped for a more extensive ban that would have extended further south.  Existing leases arent affected by the presidents executive actions.  The administration cited environmental concerns in both regions to justify the moratorium. Mr. Obama also cited the importance of the Chukchi and Beaufort seas in providing subsistence for native Alaskans and the vulnerability of the ecosystem to an oil spill to justify his directive.  Mr. Obama also noted the level of fuel production occurring in the Arctic. Mr. Obama said just 0.1 percent of offshore crude production came from the Arctic in 2015, and at current oil prices, significant production would not occur in future decades.  Thats why looking forward, we must continue to focus on economic empowerment for Arctic communities beyond this one sector, Mr. Obama said.  Still, industry officials objected to Mr. Obamas memorandum, calling it last minute political rhetoric.  Instead of building on our nations position as a global energy leader, todays unilateral mandate could put America back on a path of energy dependence for decades to come, said Dan Naatz of the Independent Petroleum Association of America.  And Alaska Gov. Bill Walker, an independent, said Mr. Obamas move marginalized local voices. He said no one is more invested than Alaskans in making sure Arctic habitats are protected.  To lock it up against any further exploration or development activity is akin to saying that the voices of activists who live in Lower 48 cities have a greater stake than those to whom the Arctic is our front yard and our back yard, he said in a statement.  In issuing a permanent ban, Mr. Obama appears to be trying to tie the hands of his successor. Mr. Trump has vowed a domestic energy revolution and is filling his Cabinet with nominees deeply opposed to Mr. Obamas environmental and climate change actions.  Environmental groups were calling for a permanent ban even before the presidential election, but Mr. Trumps victory has provided greater urgency for them and for businesses that rely on tourism and fishing. Mr. Trump has said he intends to use all available fuel reserves for energy self-sufficiency - and that its time to open up offshore drilling.  This decision will help protect existing lucrative coastal tourism and fishing businesses from offshore drilling, which promises smaller, short-lived returns and threatens coastal livelihoods, said Jacqueline Savitz, a senior vice president at the advocacy group, Oceana.  A key question to be answered is how difficult it will be for future presidents to overturn Mr. Obamas decision should they seek to do so.  The American Petroleum Institute pointed to 2008 when President George W. Bush used a simple memorandum to remove previously withdrawn lands and make all Outer Continental Shelf lands available for leasing except marine sanctuaries.  Fortunately, there is no such thing as a permanent ban, said the institutes Erik Milito.  But White House officials in a conference call with reporters said previous indefinite withdrawals remain in place and voiced confidence that Mr. Obamas decision will stand.  Advocacy groups were already warning that they were prepared to file suit to protect the ban during future administrations.  If Donald Trump tries to reverse President Obamas withdrawals, he will find himself in court, said Marissa Knodel of Friends of the Earth.  Frank Knapp, president of the South Carolina Small Business Chamber of Commerce in Columbia, said he was extremely disappointed in the decision not to extend drilling protections to the entire Atlantic seaboard.  Knapp and his group were among a number of business groups in the southeast who had advocated for banning new drilling leases off their shores, arguing that the environmental impacts would hurt fishing, tourism and other businesses the region relies upon. Hed gone to Washington to meet with Obama administration officials, and believed the entire Atlantic was to be protected.  The decision came as Mr. Obama spends the holidays in Hawaii. Some Democratic lawmakers applauded Obama, while some Republicans were highly critical.  As President-elect Trump nominates fossil fuel allies to his Cabinet, President Obama has instead put the interests of millions of Americans ahead of those of Big Oil with these permanent protections, said Democratic Sen. Ed Markey of Massachusetts.  The extremes to which this president will go to appease special interests never ceases to amaze, countered Rep. Rob Bishop, R-Utah, and chairman of the House Committee on Natural Resources. This is not a moral calling; its an abuse of power."
25,Satire,"Supremacy Now! Things White People Do Well In light of the fact that a huge swath of white nationalists and separatists in the U.S.  from the hoary old KKK to neo-Confederates to garden-variety racists and assorted Bannonistas  are positively giddy at the prospect of a Donald Trump presidency, perhaps its time to take stock of what it is, exactly, that whites do so well.  After all, tens of millions of Americans enthusiastically voted for a thin-skinned semi-literate, serial bankrupt and congenital groper who made a point of courting bigots and sectarians during his campaign. The least the rest of us can do is examine why so many white Americans remain so sure of their own racial supremacy, and why theyve embraced a character like Donald Trump as their knight in orange armor.  With that in mind, here in no particular order are a few things at which whites historically and unquestionably excel.  Killing Other White People  Contrary to Mr. Trumps puzzling insistence that 80 percent of whites killed in America are murdered by African Americans, pesky FBI statistics indicate that more than 80 percent of murdered white Americans are, in fact, killed by other whites. (Blacks accounted for less than 15 percent of white deaths in 2014, and a devastating 90 percent of black deaths. Neither of those statistics is anything to celebrate  but nor are they suggestive of the epidemic of black-on-white violence that Trump and other fact-averse racialists continue to bleat and tweet about.)  Walking on the Moon  To date, only 12 humans have walked on the moon. They were all white guys. Why do other races hate the moon so much? Why?  Avoiding Arrest for Illicit Drug Use  According to a survey conducted a few years ago by the U.S. Substance Abuse and Mental Health Services Administration, almost 20 percent of whites have used cocaine. For Latinos and blacks, that number is closer to 10 percent. White people have also used or abused prescription pain killers (Oxy, for example), hallucinogens, and stimulants like crystal meth at higher percentage rates than most other ethnic groups.  Despite these shenanigans, blacks are arrested for drug possession more than three times as often as whites  a discrepancy that might be due to racial bias, more aggressive policing in minority neighborhoods, or other law-enforcement vagaries. But isnt it just possible that the lower arrest rate for whites is due to the fact that some people are really good at getting away with enjoying illegal drugs, without attracting the attention of the po-po? How about some credit where credit is due?  Eating Competitively  A weirdly high percentage of the highest ranked competitive eaters in the world  men and women, alike  are white. This is exactly the sort of accomplishment that billions of people in the non-white world look upon with astonishment, and envy. And empty bellies. And disgust. But mostly envy.  Drinking Donkey Semen  Remember seeing those adorable Florida twins, Brynne and Claire Odioso, downing mugs of donkey semen and urine on an episode of Fear Factor a few years back? Yeah, neither do I, because the network decided not to air the footage. (NBC: Global arbiter of good taste!)  But the adorable Odiosos had a good time chatting about their experience after the fact  and who among us has not seen clips of other stomach-churning acts from the shows long, dignified run? Sure, there were some non-white contestants on Fear Factor, but evidently none had the heart or the class to chug donkey spunk in order to be on TV.  Saluting Like Nazis  As a recent alt-right conference in Washington, DC, makes plain, white people are still simply the best at giving Nazi-style salutes while hollering original slogans like, Hail Trump! Hail our people!  Now, by our people, the uber-homogeneous conference crowd might have been referring to the marvelously diverse, pluralistic society weve built here in America over centuries. But seeing as how keynote speaker and alt-right Grand Poobah Richard B. Spencer assured his audience that white people must conquer or die and that America belongs to us, the attendees probably did mean hail whites! after all. Which makes those straight-arm salutes that much more  Nuremberg-y.  Keeping Non-Whites From Voting  Give it up for the bright, white GOP: when it wants to make voting more difficult, instead of more accessible, for millions of Americans, todays Republicans know how to get all their cute little voter-suppression ducks in a row. In fact, this years presidential election was the first in 50 years in which full protections of the landmark 1965 Voting Rights Act were not enforced across the land. Talk about supremacy!  Being Hannity  As earnestly as people of color might yearn to be Bill OReillys angry, insecure niece, that role is now, and always will be, filled to perfection by Sean Hannity. Sorry, folks.  Again, these are but a few of the endeavors and pursuits at which whites excel. Any sentient human could come up with countless more. Hail our people, indeed."
26,Satire,"ExxonMobil CEO Relieved It Finally Too Late To Do Anything About Climate Change Tillerson says things could have gone really bad for him if people had followed through on their vows to stop climate change. IRVING, TXSaying the multinational oil and gas conglomerate had really dodged a bullet, ExxonMobil CEO Rex Tillerson told reporters Wednesday how relieved he was now that it was finally too late to do anything about climate change.  The 64-year-old petroleum executive, who acknowledged that throughout his career he had feared the public might take action to curb rising temperatures by imposing emissions restrictions or mandating a switch to alternative energy, said he was just happy that the window for avoiding the planets environmental destruction had closed, and that the entire industry was now free to carry on as usual.  I was really worried for a while there that some kind of law would be passed to stop us from releasing all those hydrocarbons into the atmosphere, but I guess not, said Tillerson, describing how he felt as if a tremendous weight had been lifted from his shoulders now that catastrophic climate change was an inescapable certainty. Seriously, its a huge load off. There were a number of real tense years after the recycling movement picked up momentum when we thought people might all turn away from fossil fuels next. But its just so reassuring to know that we passed the point where its no longer possible to stop global warming through environmental regulation or green energy or anything like that.  Now I can finally just relax, he continued. This really makes things so much easier.  The CEO remarked that, back when it was still possible to halt the devastating effects of climate change, he constantly feared that the energy industry would be forced to make costly concessions toward sustainability, perhaps investing in expensive technology that would reduce oil and gas companies environmental impact, and thereby severely harm his corporations bottom line.  Tillerson told reporters that growing public interest in wind and solar energy gave him a pretty good scare for a while, but noted how he eventually came to realize the publics engagement was largely limited to vocalizing support for the initiatives rather than taking any substantive action to move the overall energy sector in those directions. He also admitted to losing sleep in 2009 when Congress considered regulating carbon emissions with a cap-and-trade system, although he said he now felt silly for ever believing that might actually happen.  While he became less worried about the possibility of government regulation after seeing the rapid melting of polar ice caps go completely unchecked, Tillerson stated that he was careful not to get his hopes up too high until humanity had blown through every last milestone for averting the worst effects of global warming, including atmospheric carbon dioxide surpassing 400 parts per million and average worldwide temperatures exceeding 1 degree Celsius above preindustrial levels.  After scientists started saying we were in the middle of a global mass extinction event and still nobody at any level did anything to try to stop itthats when I knew we were in the clear, said Tillerson, remarking that, by that point, he had become certain everyone would just keep driving their gas-powered vehicles and running their air conditioners 24 hours a day no matter what. Theres just no way people are going to start switching over to renewables at this point. Hell, even if the whole world demanded new fuel-efficiency standards today, theyd be completely useless now that were beyond the point of no return, so really, why even bother?  And thank goodness, he added. Everyones complete hopelessness about the whole situation really is the best thing that could have happened to us."
27,Satire,"Kevin OLeary asks Putin for same deal Trump got MOSCOW  A travel weary Kevin OLeary arrived in Russias capital this morning in order to ask President Vladimir Putin for assistance becoming Tory leader and then PM of Canada, just like Putin helped Trump.  Whatever you want, whatever you need, said OLeary as he kissed Putins feet. State secrets, control over the arctic? Its done.  Just do the same thing for me that you did for him.  OLeary is reportedly hoping Putin will use Russian espionage and hacking networks to convince Canadians that Maxime Berniers recent trip to Thailand was for immoral purposes, and that Justin Trudeau was responsible for the Benghazi attacks.  I also want Dragons Den cancelled, and for the media to say the show would have stayed on the air if they hadnt fired me.  Putin mostly stayed silent during the twenty minute meeting. However at the end he did pull out his ceremonial blade and advise OLeary that, if he truly wants Putins help, he must wear the mark.  Upon his departure, OLeary was dismayed to find a grinning Kellie Leitch waiting next in line at Putins office."
